age,workclass,education,maritalstatus,occupation,relationship,race,sex,hoursperweek,country,income
31-50,Private,10th,Married-civ-spouse,Other-service,Husband,White,Male,38,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,State-gov,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,43,United-States,LessThan50K
31-50,Local-gov,Some-college,Divorced,Protective-serv,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Male,40,Mexico,LessThan50K
31-50,Private,11th,Divorced,Transport-moving,Own-child,Black,Male,45,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,?,MoreThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Sales,Husband,White,Male,99,United-States,MoreThan50K
31-50,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Female,40,Mexico,LessThan50K
31-50,Private,Bachelors,Separated,Tech-support,Not-in-family,Black,Male,40,United-States,LessThan50K
31-50,Private,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Unmarried,White,Male,40,Iran,LessThan50K
31-50,Private,HS-grad,Married-spouse-absent,Other-service,Other-relative,Other,Male,40,Mexico,LessThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,48,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,Black,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,10th,Never-married,Craft-repair,Not-in-family,Black,Female,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,44,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,Not-in-family,Black,Male,35,United-States,LessThan50K
31-50,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Female,80,Greece,MoreThan50K
31-50,Private,Assoc-voc,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,LessThan50K
31-50,Private,5th-6th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,Mexico,LessThan50K
31-50,Self-emp-not-inc,11th,Divorced,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Assoc-voc,Divorced,Prof-specialty,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,45,India,LessThan50K
31-50,Private,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,40,Columbia,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Wife,White,Female,40,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,46,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,10th,Married-spouse-absent,Craft-repair,Own-child,White,Male,16,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Wife,White,Female,55,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Federal-gov,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Male,55,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Other-relative,Black,Male,38,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,?,HS-grad,Divorced,?,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Separated,Other-service,Unmarried,Other,Female,70,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Never-married,Exec-managerial,Not-in-family,Other,Male,18-21,Iran,LessThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Own-child,White,Male,45,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,LessThan50K
31-50,Private,10th,Married-civ-spouse,Farming-fishing,Husband,White,Male,35,Mexico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,68,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,9th,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Divorced,Prof-specialty,Not-in-family,White,Female,45,United-States,LessThan50K
31-50,State-gov,Doctorate,Married-civ-spouse,Prof-specialty,Husband,White,Male,99,?,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,45,?,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Male,45,Taiwan,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Prof-school,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,41,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,Other,Male,45,Japan,MoreThan50K
31-50,Private,11th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Some-college,Never-married,Other-service,Unmarried,Black,Female,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Never-married,Adm-clerical,Not-in-family,Black,Female,37,United-States,LessThan50K
31-50,Private,Masters,Never-married,Exec-managerial,Not-in-family,White,Male,48,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Tech-support,Not-in-family,Other,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,11th,Never-married,Farming-fishing,Unmarried,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Widowed,Machine-op-inspct,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,1st-4th,Never-married,Exec-managerial,Own-child,White,Male,18-21,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,70,South,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Never-married,Sales,Own-child,White,Female,50,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,60,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,11th,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,60,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Sales,Not-in-family,Black,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,40,United-States,LessThan50K
31-50,?,7th-8th,Married-spouse-absent,?,Not-in-family,White,Male,40,?,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,34,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Other-service,Not-in-family,White,Female,30,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
31-50,?,Some-college,Married-civ-spouse,?,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-voc,Never-married,Craft-repair,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Not-in-family,White,Female,45,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Tech-support,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,10th,Separated,Other-service,Unmarried,White,Female,42,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,48,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Adm-clerical,Other-relative,White,Male,40,Philippines,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,38,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,70,Mexico,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,50,Canada,MoreThan50K
31-50,Self-emp-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Bachelors,Divorced,Exec-managerial,Unmarried,White,Female,40,Canada,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Male,52,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Sales,Not-in-family,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,11th,Divorced,Sales,Not-in-family,White,Male,43,United-States,MoreThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,42,United-States,LessThan50K
31-50,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,11th,Never-married,Craft-repair,Other-relative,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,LessThan50K
31-50,?,7th-8th,Widowed,?,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,11th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,49,United-States,LessThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,45,United-States,MoreThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,MoreThan50K
31-50,State-gov,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,37,United-States,LessThan50K
31-50,Private,HS-grad,Separated,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Male,38,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Other-service,Other-relative,White,Male,40,Nicaragua,LessThan50K
31-50,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Priv-house-serv,Unmarried,White,Female,40,Mexico,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Divorced,Sales,Unmarried,White,Male,50,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Bachelors,Separated,Prof-specialty,Not-in-family,White,Female,50,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Never-married,Transport-moving,Unmarried,Black,Female,37,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-voc,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,State-gov,Some-college,Never-married,Adm-clerical,Not-in-family,Black,Female,40,United-States,LessThan50K
31-50,Self-emp-not-inc,12th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-inc,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,10th,Separated,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,MoreThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,65,United-States,MoreThan50K
31-50,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Male,55,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,60,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,55,United-States,LessThan50K
31-50,Federal-gov,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,?,Assoc-voc,Never-married,?,Unmarried,White,Female,2,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,Black,Male,40,United-States,MoreThan50K
31-50,?,10th,Divorced,?,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,55,Greece,LessThan50K
31-50,?,HS-grad,Never-married,?,Own-child,Black,Male,40,United-States,LessThan50K
31-50,State-gov,Assoc-acdm,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Farming-fishing,Not-in-family,White,Female,54,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-not-inc,Doctorate,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,?,HS-grad,Divorced,?,Unmarried,White,Female,28,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,45,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,LessThan50K
31-50,Private,Some-college,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Other-relative,Asian-Pac-Islander,Female,40,China,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,50,United-States,MoreThan50K
31-50,?,Bachelors,Divorced,?,Unmarried,White,Female,40,United-States,LessThan50K
31-50,Federal-gov,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,?,Bachelors,Never-married,?,Not-in-family,White,Female,18-21,?,LessThan50K
31-50,Private,7th-8th,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,White,Female,35,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Other-service,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Adm-clerical,Other-relative,Black,Female,40,Jamaica,LessThan50K
31-50,Private,12th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,Mexico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,MoreThan50K
31-50,Self-emp-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,7th-8th,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,LessThan50K
31-50,Federal-gov,Assoc-voc,Never-married,Prof-specialty,Other-relative,Asian-Pac-Islander,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,60,United-States,MoreThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,40,United-States,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Sales,Not-in-family,White,Female,50,United-States,LessThan50K
31-50,State-gov,Bachelors,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,Some-college,Divorced,Craft-repair,Own-child,White,Male,40,United-States,MoreThan50K
31-50,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,40,United-States,LessThan50K
31-50,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,MoreThan50K
31-50,Local-gov,Some-college,Never-married,Craft-repair,Not-in-family,White,Male,40,United-States,LessThan50K
31-50,Federal-gov,HS-grad,Never-married,Other-service,Own-child,Black,Female,32,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Sales,Husband,Other,Male,40,Puerto-Rico,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,Black,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,41,United-States,LessThan50K
31-50,?,HS-grad,Married-civ-spouse,?,Wife,White,Female,2,United-States,MoreThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,MoreThan50K
31-50,Private,HS-grad,Never-married,Transport-moving,Not-in-family,White,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,40,United-States,LessThan50K
31-50,Private,Assoc-acdm,Never-married,Adm-clerical,Own-child,White,Male,30,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Unmarried,Other,Female,28,United-States,LessThan50K
31-50,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,LessThan50K
31-50,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,40,South,LessThan50K
31-50,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,50,United-States,LessThan50K
31-50,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,45,United-States,LessThan50K
31-50,State-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,35,United-States,LessThan50K
31-50,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,Male,60,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,25,Ireland,LessThan50K
31-50,Self-emp-not-inc,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,MoreThan50K
31-50,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,16,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Prof-specialty,Not-in-family,White,Male,44,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Other-service,Own-child,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,LessThan50K
31-50,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Wife,White,Female,22,United-States,LessThan50K
31-50,State-gov,HS-grad,Never-married,Exec-managerial,Not-in-family,White,Male,50,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,Some-college,Never-married,Machine-op-inspct,Own-child,Black,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Machine-op-inspct,Other-relative,Black,Male,40,United-States,LessThan50K
31-50,Private,HS-grad,Divorced,Other-service,Not-in-family,White,Female,40,United-States,LessThan50K
31-50,Private,HS-grad,Never-married,Farming-fishing,Not-in-family,White,Male,35,United-States,LessThan50K
31-50,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,LessThan50K
