tid,attribute,correct_val
2489,zip,60659
2489,inspectiondate,02/16/2010
2489,inspectiontype,complaint
2489,results,fail
2489,latitude,41.99785369
2489,longitude,-87.68906427
2490,inspectionid,88256
2490,dbaname,mcdonalds
2490,akaname,mcdonalds
2490,license,1443878
2490,facilitytype,restaurant
2490,risk,risk 2 (medium)
2490,address,6231 n broadway 
2490,city,chicago
2490,state,il
2490,zip,60660
2490,inspectiondate,02/17/2010
2490,inspectiontype,complaint
2490,results,pass
2490,latitude,41.99549428
2490,longitude,-87.66028637
2491,inspectionid,88257
2491,dbaname,awami bazaar & zabiha meat
2491,akaname,awami bazaar & zabiha meat
2491,license,68226
2491,facilitytype,grocery store
2491,risk,risk 2 (medium)
2491,address,2340 w devon ave 
2491,city,chicago
2491,state,il
2491,zip,60659
2491,inspectiondate,02/17/2010
2491,inspectiontype,consultation
2491,results,pass
2491,latitude,41.99785369
2491,longitude,-87.68906427
2492,inspectionid,88258
2492,dbaname,italian express
2492,akaname,italian express
2492,license,1922756
2492,facilitytype,restaurant
2492,risk,risk 1 (high)
2492,address,2307 w devon ave 
2492,city,chicago
2492,state,il
2492,zip,60659
2492,inspectiondate,02/17/2010
2492,inspectiontype,canvass
2492,results,pass
2492,latitude,41.9976569
2492,longitude,-87.68775624
2493,inspectionid,88259
2493,dbaname,bhabi's kitchen
2493,akaname,bhabi's kitchen
2493,license,1166692
2493,facilitytype,
2493,risk,risk 1 (high)
2493,address,6352 n oakley ave 
2493,city,chicago
2493,state,il
2493,zip,60659
2493,inspectiondate,02/17/2010
2493,inspectiontype,complaint
2493,results,fail
2493,latitude,41.99750893
2493,longitude,-87.68758323
2494,inspectionid,88260
2494,dbaname,chicago math and science academy
2494,akaname,chicago math and science academy
2494,license,2066649
2494,facilitytype,school
2494,risk,risk 1 (high)
2494,address,7212 n clark st 
2494,city,chicago
2494,state,il
2494,zip,60626
2494,inspectiondate,02/18/2010
2494,inspectiontype,canvass
2494,results,fail
2494,latitude,42.01303498
2494,longitude,-87.67485599
2495,inspectionid,88261
2495,dbaname,super gifts & groceries inc
2495,akaname,super gifts & groceries inc
2495,license,1143116
2495,facilitytype,grocery store
2495,risk,risk 2 (medium)
2495,address,2305 1/2 w devon ave 
2495,city,chicago
2495,state,il
2495,zip,60659
2495,inspectiondate,02/18/2010
2495,inspectiontype,complaint
2495,results,pass
2495,latitude,41.99765846
2495,longitude,-87.68767204
2496,inspectionid,88262
2496,dbaname,hollywood tower mkt
2496,akaname,hollywood tower mkt
2496,license,1858
2496,facilitytype,grocery store
2496,risk,risk 3 (low)
2496,address,5701 n sheridan rd 
2496,city,chicago
2496,state,il
2496,zip,60660
2496,inspectiondate,02/19/2010
2496,inspectiontype,short form complaint
2496,results,pass
2496,latitude,41.98563842
2496,longitude,-87.65509432
2497,inspectionid,88263
2497,dbaname,vee-vee's african restaurant
2497,akaname,vee-vee's african restaurant
2497,license,26898
2497,facilitytype,restaurant
2497,risk,risk 1 (high)
2497,address,6232 n broadway 
2497,city,chicago
2497,state,il
2497,zip,60660
2497,inspectiondate,02/19/2010
2497,inspectiontype,no entry
2497,results,pass
2497,latitude,41.99551564
2497,longitude,-87.66058139
2498,inspectionid,88264
2498,dbaname,pita kabab
2498,akaname,pita kabab
2498,license,1948824
2498,facilitytype,restaurant
2498,risk,risk 1 (high)
2498,address,5701 n california ave 
2498,city,chicago
2498,state,il
2498,zip,60659
2498,inspectiondate,02/19/2010
2498,inspectiontype,complaint
2498,results,pass
2498,latitude,41.98497207
2498,longitude,-87.6990721
2499,inspectionid,88265
2499,dbaname,sullivan  (h/s)
2499,akaname,sullivan  (h/s)
2499,license,46301
2499,facilitytype,school
2499,risk,risk 1 (high)
2499,address,6631 n bosworth ave 
2499,city,chicago
2499,state,il
2499,zip,60626
2499,inspectiondate,02/22/2010
2499,inspectiontype,canvass
2499,results,pass
2499,latitude,42.00268694
2499,longitude,-87.66915533
2500,inspectionid,88266
2500,dbaname,yuen's chinese kitchen
2500,akaname,yuen's chinese kitchen
2500,license,78420
2500,facilitytype,restaurant
2500,risk,risk 1 (high)
2500,address,7357 n clark st 
2500,city,chicago
2500,state,il
2500,zip,60626
2500,inspectiondate,02/22/2010
2500,inspectiontype,canvass
2500,results,pass
2500,latitude,42.01544899
2500,longitude,-87.67495948
2501,inspectionid,88267
2501,dbaname,northside catholic academy
2501,akaname,northside catholic academy
2501,license,2066650
2501,facilitytype,school
2501,risk,risk 1 (high)
2501,address,6216 n glenwood ave 
2501,city,chicago
2501,state,il
2501,zip,60660
2501,inspectiondate,02/23/2010
2501,inspectiontype,canvass
2501,results,pass
2501,latitude,41.99504319
2501,longitude,-87.66544654
2502,inspectionid,88268
2502,dbaname,awami bazaar & zabiha meat
2502,akaname,awami bazaar & zabiha meat
2502,license,68226
2502,facilitytype,grocery store
2502,risk,risk 2 (medium)
2502,address,2340 w devon ave 
2502,city,chicago
2502,state,il
2502,zip,60659
2502,inspectiondate,02/23/2010
2502,inspectiontype,complaint re-inspection
2502,results,pass
2502,latitude,41.99785369
2502,longitude,-87.68906427
2503,inspectionid,88269
2503,dbaname,budget pantry
2503,akaname,budget pantry
2503,license,1473546
2503,facilitytype,grocery store
2503,risk,risk 3 (low)
2503,address,4635 n damen ave 
2503,city,chicago
2503,state,il
2503,zip,60625
2503,inspectiondate,02/24/2010
2503,inspectiontype,short form complaint
2503,results,pass
2503,latitude,41.96617287
2503,longitude,-87.67896468
2504,inspectionid,88270
2504,dbaname,summer
2504,akaname,summer
2504,license,1868819
2504,facilitytype,restaurant
2504,risk,risk 1 (high)
2504,address,1123 w granville ave 
2504,city,chicago
2504,state,il
2504,zip,60660
2504,inspectiondate,02/24/2010
2504,inspectiontype,canvass
2504,results,pass
2504,latitude,41.99445469
2504,longitude,-87.65928902
2505,inspectionid,88271
2505,dbaname,chicago math and science academy
2505,akaname,chicago math and science academy
2505,license,2066649
2505,facilitytype,school
2505,risk,risk 1 (high)
2505,address,7212 n clark st 
2505,city,chicago
2505,state,il
2505,zip,60626
2505,inspectiondate,02/25/2010
2505,inspectiontype,canvass re-inspection
2505,results,pass
2505,latitude,42.01303498
2505,longitude,-87.67485599
2506,inspectionid,88272
2506,dbaname,alice & friends vegetarian cafe
2506,akaname,alice & friends vegetarian cafe
2506,license,1248503
2506,facilitytype,restaurant
2506,risk,risk 1 (high)
2506,address,5812 n broadway 
2506,city,chicago
2506,state,il
2506,zip,60660
2506,inspectiondate,02/25/2010
2506,inspectiontype,canvass
2506,results,pass
2506,latitude,41.98746481
2506,longitude,-87.66033437
2507,inspectionid,88273
2507,dbaname,somerset place llc
2507,akaname,somerset place llc
2507,license,1223135
2507,facilitytype,long term care
2507,risk,risk 1 (high)
2507,address,5009 n sheridan rd 
2507,city,chicago
2507,state,il
2507,zip,60640
2507,inspectiondate,02/25/2010
2507,inspectiontype,canvass
2507,results,pass
2507,latitude,41.97361773
2507,longitude,-87.65478924
2508,inspectionid,88274
2508,dbaname,somerset place llc
2508,akaname,somerset place llc
2508,license,1223135
2508,facilitytype,long term care
2508,risk,risk 1 (high)
2508,address,5009 n sheridan rd 
2508,city,chicago
2508,state,il
2508,zip,60640
2508,inspectiondate,02/26/2010
2508,inspectiontype,consultation
2508,results,pass
2508,latitude,41.97361773
2508,longitude,-87.65478924
2509,inspectionid,88275
2509,dbaname,bethany retirement community
2509,akaname,bethany retirement community
2509,license,1069050
2509,facilitytype,long term care
2509,risk,risk 1 (high)
2509,address,4950 n ashland ave 
2509,city,chicago
2509,state,il
2509,zip,60640
2509,inspectiondate,02/26/2010
2509,inspectiontype,canvass
2509,results,pass
2509,latitude,41.97247777
2509,longitude,-87.66968612
2510,inspectionid,88276
2510,dbaname,alshore house inc
2510,akaname,alshore house inc
2510,license,5212
2510,facilitytype,long term care
2510,risk,risk 1 (high)
2510,address,2840 w foster ave 
2510,city,chicago
2510,state,il
2510,zip,60625
2510,inspectiondate,02/26/2010
2510,inspectiontype,canvass
2510,results,pass
2510,latitude,41.97591599
2510,longitude,-87.70055645
2511,inspectionid,88277
2511,dbaname,alshore house inc
2511,akaname,alshore house inc
2511,license,5212
2511,facilitytype,long term care
2511,risk,risk 1 (high)
2511,address,2840 w foster ave 
2511,city,chicago
2511,state,il
2511,zip,60625
2511,inspectiondate,03/02/2010
2511,inspectiontype,consultation
2511,results,pass
2511,latitude,41.97591599
2511,longitude,-87.70055645
2512,inspectionid,88278
2512,dbaname,arbour health care center ltd
2512,akaname,arbour health care center ltd
2512,license,21767
2512,facilitytype,long term care
2512,risk,risk 1 (high)
2512,address,1512 w fargo ave 
2512,city,chicago
2512,state,il
2512,zip,60626
2512,inspectiondate,03/02/2010
2512,inspectiontype,canvass
2512,results,pass
2512,latitude,42.01721933
2512,longitude,-87.66873408
2513,inspectionid,88279
2513,dbaname,rendezvous bistro
2513,akaname,rendezvous bistro
2513,license,2021807
2513,facilitytype,restaurant
2513,risk,risk 1 (high)
2513,address,2656 w lawrence ave 
2513,city,chicago
2513,state,il
2513,zip,60625
2513,inspectiondate,03/08/2010
2513,inspectiontype,license
2513,results,fail
2513,latitude,41.96866318
2513,longitude,-87.69610498
2514,inspectionid,88280
2514,dbaname,dolce casa cafe
2514,akaname,dolce casa cafe
2514,license,2020986
2514,facilitytype,restaurant
2514,risk,risk 1 (high)
2514,address,4947 n damen ave 
2514,city,chicago
2514,state,il
2514,zip,60625
2514,inspectiondate,03/05/2010
2514,inspectiontype,license
2514,results,fail
2514,latitude,41.97196943
2514,longitude,-87.67913614
2515,inspectionid,88281
2515,dbaname,farm super market
2515,akaname,farm super market
2515,license,2017764
2515,facilitytype,grocery store
2515,risk,risk 2 (medium)
2515,address,2255-2257 w devon ave 
2515,city,chicago
2515,state,il
2515,zip,60659
2515,inspectiondate,03/05/2010
2515,inspectiontype,license re-inspection
2515,results,pass
2515,latitude,41.99766818
2515,longitude,-87.68714725
2516,inspectionid,88282
2516,dbaname,elinas cafe
2516,akaname,elinas cafe
2516,license,2009277
2516,facilitytype,restaurant
2516,risk,risk 2 (medium)
2516,address,2617 w lawrence ave 
2516,city,chicago
2516,state,il
2516,zip,60625
2516,inspectiondate,03/05/2010
2516,inspectiontype,license re-inspection
2516,results,pass
2516,latitude,41.96845517
2516,longitude,-87.6945352
2517,inspectionid,88283
2517,dbaname,youmax food & liquor
2517,akaname,youmax food & liquor
2517,license,1975946
2517,facilitytype,grocery store
2517,risk,risk 3 (low)
2517,address,2222 w devon ave 
2517,city,chicago
2517,state,il
2517,zip,60659
2517,inspectiondate,03/05/2010
2517,inspectiontype,license re-inspection
2517,results,fail
2517,latitude,41.99790938
2517,longitude,-87.68593715
2518,inspectionid,88284
2518,dbaname,youmax food & liquor
2518,akaname,youmax food & liquor
2518,license,1975947
2518,facilitytype,grocery store
2518,risk,risk 3 (low)
2518,address,2222 w devon ave 
2518,city,chicago
2518,state,il
2518,zip,60659
2518,inspectiondate,03/05/2010
2518,inspectiontype,license re-inspection
2518,results,fail
2518,latitude,41.99790938
2518,longitude,-87.68593715
2519,inspectionid,88285
2519,dbaname,rendezvous bistro
2519,akaname,rendezvous bistro
2519,license,2021807
2519,facilitytype,restaurant
2519,risk,risk 1 (high)
2519,address,2656 w lawrence ave 
2519,city,chicago
2519,state,il
2519,zip,60625
2519,inspectiondate,03/05/2010
2519,inspectiontype,license
2519,results,fail
2519,latitude,41.96866318
2519,longitude,-87.69610498
2520,inspectionid,88286
2520,dbaname,howard groceries & plus
2520,akaname,howard groceries & plus
2520,license,2021490
2520,facilitytype,grocery store
2520,risk,risk 3 (low)
2520,address,1632 w howard bldg 
2520,city,chicago
2520,state,il
2520,zip,60626
2520,inspectiondate,03/09/2010
2520,inspectiontype,license
2520,results,fail
2520,latitude,42.01948985
2520,longitude,-87.67205667
2521,inspectionid,88287
2521,dbaname,s l grill
2521,akaname,s l grill
2521,license,2021803
2521,facilitytype,restaurant
2521,risk,risk 1 (high)
2521,address,4757 n sheridan bldg 
2521,city,chicago
2521,state,il
2521,zip,60640
2521,inspectiondate,03/09/2010
2521,inspectiontype,license
2521,results,pass
2521,latitude,41.9689839
2521,longitude,-87.65467275
2522,inspectionid,88288
2522,dbaname,indo-pak meat&grocery
2522,akaname,indo-pak meat&grocery
2522,license,2021899
2522,facilitytype,grocery store
2522,risk,risk 2 (medium)
2522,address,3922 w lawrence ave 
2522,city,chicago
2522,state,il
2522,zip,60625
2522,inspectiondate,03/10/2010
2522,inspectiontype,license
2522,results,fail
2522,latitude,41.96836564
2522,longitude,-87.72658635
2523,inspectionid,88289
2523,dbaname,the basement
2523,akaname,the basement
2523,license,1801694
2523,facilitytype,hooka lounge
2523,risk,risk 3 (low)
2523,address,5700 n clark st 
2523,city,chicago
2523,state,il
2523,zip,60660
2523,inspectiondate,03/12/2010
2523,inspectiontype,complaint
2523,results,fail
2523,latitude,41.98543836
2523,longitude,-87.66933051
2524,inspectionid,88290
2524,dbaname,the basement
2524,akaname,the basement
2524,license,1801694
2524,facilitytype,hooka lounge
2524,risk,risk 3 (low)
2524,address,5700 n clark st 
2524,city,chicago
2524,state,il
2524,zip,60660
2524,inspectiondate,03/12/2010
2524,inspectiontype,complaint
2524,results,fail
2524,latitude,41.98543836
2524,longitude,-87.66933051
2525,inspectionid,88291
2525,dbaname,ms eggroll #2 inc
2525,akaname,ms eggroll #2 inc
2525,license,1222412
2525,facilitytype,restaurant
2525,risk,risk 1 (high)
2525,address,6966 n glenwood ave 
2525,city,chicago
2525,state,il
2525,zip,60626
2525,inspectiondate,03/11/2010
2525,inspectiontype,complaint
2525,results,pass
2525,latitude,42.00869233
2525,longitude,-87.66634975
2526,inspectionid,88292
2526,dbaname,china hut
2526,akaname,china hut
2526,license,1987114
2526,facilitytype,restaurant
2526,risk,risk 1 (high)
2526,address,7100 n clark st 
2526,city,chicago
2526,state,il
2526,zip,60626
2526,inspectiondate,03/11/2010
2526,inspectiontype,complaint
2526,results,pass
2526,latitude,42.01146046
2526,longitude,-87.67459345
2527,inspectionid,88293
2527,dbaname,dolce casa cafe
2527,akaname,dolce casa cafe
2527,license,2020986
2527,facilitytype,restaurant
2527,risk,risk 1 (high)
2527,address,4947 n damen ave 
2527,city,chicago
2527,state,il
2527,zip,60625
2527,inspectiondate,03/15/2010
2527,inspectiontype,license re-inspection
2527,results,pass
2527,latitude,41.97196943
2527,longitude,-87.67913614
2528,inspectionid,88294
2528,dbaname,rendezvous bistro
2528,akaname,rendezvous bistro
2528,license,2021807
2528,facilitytype,restaurant
2528,risk,risk 1 (high)
2528,address,2656 w lawrence ave 
2528,city,chicago
2528,state,il
2528,zip,60625
2528,inspectiondate,03/15/2010
2528,inspectiontype,license re-inspection
2528,results,pass
2528,latitude,41.96866318
2528,longitude,-87.69610498
2529,inspectionid,88295
2529,dbaname,dal paeng yi  rest
2529,akaname,dal paeng yi  rest
2529,license,49184
2529,facilitytype,restaurant
2529,risk,risk 1 (high)
2529,address,3236 w bryn mawr ave 
2529,city,chicago
2529,state,il
2529,zip,60659
2529,inspectiondate,03/15/2010
2529,inspectiontype,canvass
2529,results,pass
2529,latitude,41.98316196
2529,longitude,-87.71037332
2530,inspectionid,88296
2530,dbaname,swift  elementary school
2530,akaname,swift  elementary school
2530,license,25571
2530,facilitytype,school
2530,risk,risk 1 (high)
2530,address,5900 n winthrop ave 
2530,city,chicago
2530,state,il
2530,zip,60660
2530,inspectiondate,03/16/2010
2530,inspectiontype,canvass
2530,results,pass
2530,latitude,41.98915734
2530,longitude,-87.65833342
2531,inspectionid,88297
2531,dbaname,discount center
2531,akaname,discount center
2531,license,2022370
2531,facilitytype,grocery store
2531,risk,risk 3 (low)
2531,address,1448 w howard bldg 
2531,city,chicago
2531,state,il
2531,zip,60626
2531,inspectiondate,03/16/2010
2531,inspectiontype,license
2531,results,fail
2531,latitude,42.0193264
2531,longitude,-87.66805699
2532,inspectionid,88298
2532,dbaname,everyday thai
2532,akaname,everyday thai
2532,license,1927637
2532,facilitytype,restaurant
2532,risk,risk 1 (high)
2532,address,1509 w devon ave 
2532,city,chicago
2532,state,il
2532,zip,60660
2532,inspectiondate,03/16/2010
2532,inspectiontype,canvass
2532,results,pass
2532,latitude,41.99799565
2532,longitude,-87.66822426
2533,inspectionid,88301
2533,dbaname,the mosaic of lakeshore
2533,akaname,the mosaic of lakeshore
2533,license,15782
2533,facilitytype,long term care
2533,risk,risk 1 (high)
2533,address,7200 n sheridan rd 
2533,city,chicago
2533,state,il
2533,zip,60626
2533,inspectiondate,03/17/2010
2533,inspectiontype,task force
2533,results,pass
2533,latitude,42.01284733
2533,longitude,-87.66361978
2534,inspectionid,88302
2534,dbaname,wincrest nursing center
2534,akaname,wincrest nursing center
2534,license,7931
2534,facilitytype,long term care
2534,risk,risk 1 (high)
2534,address,6326 n winthrop ave 
2534,city,chicago
2534,state,il
2534,zip,60660
2534,inspectiondate,03/17/2010
2534,inspectiontype,task force
2534,results,pass
2534,latitude,41.99722573
2534,longitude,-87.65858257
2535,inspectionid,88303
2535,dbaname,sheridan shores care & rehab
2535,akaname,sheridan shores care & rehab
2535,license,5206
2535,facilitytype,long term care
2535,risk,risk 1 (high)
2535,address,5838 n sheridan rd 
2535,city,chicago
2535,state,il
2535,zip,60660
2535,inspectiondate,03/17/2010
2535,inspectiontype,license-task force
2535,results,pass
2535,latitude,41.98846809
2535,longitude,-87.65548501
2536,inspectionid,88304
2536,dbaname,sheridan shores care & rehab
2536,akaname,sheridan shores care & rehab
2536,license,5206
2536,facilitytype,long term care
2536,risk,risk 1 (high)
2536,address,5838 n sheridan rd 
2536,city,chicago
2536,state,il
2536,zip,60660
2536,inspectiondate,03/18/2010
2536,inspectiontype,consultation
2536,results,pass
2536,latitude,41.98846809
2536,longitude,-87.65548501
2537,inspectionid,88305
2537,dbaname,7-eleven #33809j
2537,akaname,7-eleven #33809j
2537,license,2021580
2537,facilitytype,grocery store
2537,risk,risk 1 (high)
2537,address,6801 n sheridan rd 
2537,city,chicago
2537,state,il
2537,zip,60626
2537,inspectiondate,03/19/2010
2537,inspectiontype,license
2537,results,fail
2537,latitude,42.00561788
2537,longitude,-87.66078594
2538,inspectionid,88306
2538,dbaname,barry's spots pizza
2538,akaname,barry's spots pizza
2538,license,1768979
2538,facilitytype,restaurant
2538,risk,risk 1 (high)
2538,address,5757-5759 n broadway 
2538,city,chicago
2538,state,il
2538,zip,60660
2538,inspectiondate,03/19/2010
2538,inspectiontype,canvass
2538,results,pass
2538,latitude,41.98716055
2538,longitude,-87.660031
2539,inspectionid,88307
2539,dbaname,peirce (board of education)
2539,akaname,peirce (board of education)
2539,license,24891
2539,facilitytype,school
2539,risk,risk 1 (high)
2539,address,1423 w bryn mawr ave 
2539,city,chicago
2539,state,il
2539,zip,60660
2539,inspectiondate,03/23/2010
2539,inspectiontype,canvass
2539,results,pass
2539,latitude,41.98342819
2539,longitude,-87.66586537
2540,inspectionid,88308
2540,dbaname,balmoral home
2540,akaname,balmoral home
2540,license,39213
2540,facilitytype,long term care
2540,risk,risk 1 (high)
2540,address,2055 w balmoral ave 
2540,city,chicago
2540,state,il
2540,zip,60625
2540,inspectiondate,03/23/2010
2540,inspectiontype,consultation
2540,results,pass
2540,latitude,41.97952633
2540,longitude,-87.68168538
2541,inspectionid,88309
2541,dbaname,indo-pak meat&grocery
2541,akaname,indo-pak meat&grocery
2541,license,2021899
2541,facilitytype,grocery store
2541,risk,risk 2 (medium)
2541,address,3922 w lawrence ave 
2541,city,chicago
2541,state,il
2541,zip,60625
2541,inspectiondate,03/24/2010
2541,inspectiontype,license re-inspection
2541,results,pass
2541,latitude,41.96836564
2541,longitude,-87.72658635
2542,inspectionid,88310
2542,dbaname,mi tortilla
2542,akaname,mi tortilla
2542,license,1990924
2542,facilitytype,restaurant
2542,risk,risk 1 (high)
2542,address,3320 w lawrence bldg 
2542,city,chicago
2542,state,il
2542,zip,60625
2542,inspectiondate,03/24/2010
2542,inspectiontype,license
2542,results,fail
2542,latitude,41.9685299
2542,longitude,-87.71183381
2543,inspectionid,88311
2543,dbaname,notre dame among us
2543,akaname,notre dame among us
2543,license,2026643
2543,facilitytype,
2543,risk,risk 1 (high)
2543,address,2049 w howard st 
2543,city,chicago
2543,state,il
2543,zip,60645
2543,inspectiondate,03/25/2010
2543,inspectiontype,license
2543,results,fail
2543,latitude,42.0193532
2543,longitude,-87.68232807
2544,inspectionid,88312
2544,dbaname,mcdonald's
2544,akaname,mcdonald's
2544,license,46952
2544,facilitytype,restaurant
2544,risk,risk 1 (high)
2544,address,6536 n sheridan rd 
2544,city,chicago
2544,state,il
2544,zip,60626
2544,inspectiondate,03/25/2010
2544,inspectiontype,short form complaint
2544,results,pass
2544,latitude,42.00122187
2544,longitude,-87.66087972
2545,inspectionid,88313
2545,dbaname,deluxe diner
2545,akaname,deluxe diner
2545,license,1479953
2545,facilitytype,restaurant
2545,risk,risk 1 (high)
2545,address,6349 n clark st 
2545,city,chicago
2545,state,il
2545,zip,60660
2545,inspectiondate,03/25/2010
2545,inspectiontype,complaint
2545,results,pass
2545,latitude,41.99766626
2545,longitude,-87.67033502
2546,inspectionid,88314
2546,dbaname,lake breeze restaurant
2546,akaname,lake breeze restaurant
2546,license,30136
2546,facilitytype,restaurant
2546,risk,risk 1 (high)
2546,address,1116 w thorndale ave 
2546,city,chicago
2546,state,il
2546,zip,60660
2546,inspectiondate,03/26/2010
2546,inspectiontype,complaint
2546,results,pass
2546,latitude,41.99015136
2546,longitude,-87.65896491
2547,inspectionid,88315
2547,dbaname,youmax food & liquor
2547,akaname,youmax food & liquor
2547,license,1975946
2547,facilitytype,grocery store
2547,risk,risk 3 (low)
2547,address,2222 w devon ave 
2547,city,chicago
2547,state,il
2547,zip,60659
2547,inspectiondate,03/26/2010
2547,inspectiontype,license re-inspection
2547,results,pass
2547,latitude,41.99790938
2547,longitude,-87.68593715
2548,inspectionid,88316
2548,dbaname,youmax food & liquor
2548,akaname,youmax food & liquor
2548,license,1975947
2548,facilitytype,grocery store
2548,risk,risk 3 (low)
2548,address,2222 w devon ave 
2548,city,chicago
2548,state,il
2548,zip,60659
2548,inspectiondate,03/26/2010
2548,inspectiontype,license re-inspection
2548,results,pass
2548,latitude,41.99790938
2548,longitude,-87.68593715
2549,inspectionid,88317
2549,dbaname,los portales mexican restaurant
2549,akaname,los portales mexican restaurant
2549,license,1820222
2549,facilitytype,restaurant
2549,risk,risk 1 (high)
2549,address,1418 w morse ave 
2549,city,chicago
2549,state,il
2549,zip,60626
2549,inspectiondate,03/29/2010
2549,inspectiontype,complaint
2549,results,pass
2549,latitude,42.00800274
2549,longitude,-87.66671916
2550,inspectionid,88318
2550,dbaname,mcdonalds
2550,akaname,mcdonalds
2550,license,51011
2550,facilitytype,restaurant
2550,risk,risk 2 (medium)
2550,address,1004 w wilson ave 
2550,city,chicago
2550,state,il
2550,zip,60640
2550,inspectiondate,03/30/2010
2550,inspectiontype,short form complaint
2550,results,pass
2550,latitude,41.96553723
2550,longitude,-87.65502741
2551,inspectionid,88319
2551,dbaname,apart  pizza  co.
2551,akaname,apart  pizza  co.
2551,license,2026941
2551,facilitytype,restaurant
2551,risk,risk 2 (medium)
2551,address,5624 n broadway 
2551,city,chicago
2551,state,il
2551,zip,60660
2551,inspectiondate,03/31/2010
2551,inspectiontype,license
2551,results,fail
2551,latitude,41.98439695
2551,longitude,-87.66023971
2552,inspectionid,88320
2552,dbaname,pho xe lua
2552,akaname,pho xe lua
2552,license,1043966
2552,facilitytype,restaurant
2552,risk,risk 1 (high)
2552,address,1021 w argyle st 
2552,city,chicago
2552,state,il
2552,zip,60640
2552,inspectiondate,03/31/2010
2552,inspectiontype,complaint
2552,results,pass
2552,latitude,41.97318905
2552,longitude,-87.65583712
2553,inspectionid,88321
2553,dbaname,popeyes famous fried chicken
2553,akaname,popeyes famous fried chicken
2553,license,1986817
2553,facilitytype,restaurant
2553,risk,risk 1 (high)
2553,address,4604 n broadway bldg 
2553,city,chicago
2553,state,il
2553,zip,60640
2553,inspectiondate,04/01/2010
2553,inspectiontype,complaint
2553,results,pass
2553,latitude,41.96552665
2553,longitude,-87.657719
2554,inspectionid,88322
2554,dbaname,garcia's inc
2554,akaname,garcia's inc
2554,license,36306
2554,facilitytype,restaurant
2554,risk,risk 1 (high)
2554,address,1758 w lawrence ave 
2554,city,chicago
2554,state,il
2554,zip,60640
2554,inspectiondate,04/01/2010
2554,inspectiontype,complaint
2554,results,fail
2554,latitude,41.96894197
2554,longitude,-87.67330914
2555,inspectionid,88323
2555,dbaname,uptown pizza & bq
2555,akaname,uptown pizza & bq
2555,license,3866
2555,facilitytype,restaurant
2555,risk,risk 1 (high)
2555,address,1031 w wilson ave 
2555,city,chicago
2555,state,il
2555,zip,60640
2555,inspectiondate,04/01/2010
2555,inspectiontype,complaint
2555,results,pass
2555,latitude,41.9653066
2555,longitude,-87.65611797
2556,inspectionid,88324
2556,dbaname,chipotle mexican grill
2556,akaname,chipotle mexican grill
2556,license,1404354
2556,facilitytype,restaurant
2556,risk,risk 1 (high)
2556,address,6600 n sheridan rd 
2556,city,chicago
2556,state,il
2556,zip,60626
2556,inspectiondate,04/02/2010
2556,inspectiontype,complaint
2556,results,pass
2556,latitude,42.00259638
2556,longitude,-87.6609322
2557,inspectionid,88325
2557,dbaname,7-eleven #33809j
2557,akaname,7-eleven #33809j
2557,license,2021580
2557,facilitytype,grocery store
2557,risk,risk 1 (high)
2557,address,6801 n sheridan rd 
2557,city,chicago
2557,state,il
2557,zip,60626
2557,inspectiondate,04/05/2010
2557,inspectiontype,license
2557,results,fail
2557,latitude,42.00561788
2557,longitude,-87.66078594
2558,inspectionid,88326
2558,dbaname,taqueria el chorrito
2558,akaname,taqueria el chorrito
2558,license,1303855
2558,facilitytype,restaurant
2558,risk,risk 1 (high)
2558,address,6404 n clark st 
2558,city,chicago
2558,state,il
2558,zip,60626
2558,inspectiondate,04/05/2010
2558,inspectiontype,short form complaint
2558,results,pass
2558,latitude,41.99820081
2558,longitude,-87.67078848
2559,inspectionid,88327
2559,dbaname,maria's
2559,akaname,maria's
2559,license,1479973
2559,facilitytype,restaurant
2559,risk,risk 1 (high)
2559,address,1559 w devon ave 
2559,city,chicago
2559,state,il
2559,zip,60660
2559,inspectiondate,04/05/2010
2559,inspectiontype,canvass
2559,results,pass
2559,latitude,41.99797242
2559,longitude,-87.67003846
2560,inspectionid,88328
2560,dbaname,over easy cafe
2560,akaname,over easy cafe
2560,license,1648134
2560,facilitytype,restaurant
2560,risk,risk 1 (high)
2560,address,4943 n damen ave 
2560,city,chicago
2560,state,il
2560,zip,60625
2560,inspectiondate,04/06/2010
2560,inspectiontype,canvass
2560,results,pass
2560,latitude,41.9718562
2560,longitude,-87.67913255
2561,inspectionid,88329
2561,dbaname,aldi's
2561,akaname,aldi's
2561,license,1817903
2561,facilitytype,grocery store
2561,risk,risk 3 (low)
2561,address,4500 n broadway 
2561,city,chicago
2561,state,il
2561,zip,60640
2561,inspectiondate,04/07/2010
2561,inspectiontype,complaint
2561,results,pass
2561,latitude,41.96378896
2561,longitude,-87.65660649
2562,inspectionid,88330
2562,dbaname,burger & pita
2562,akaname,burger & pita
2562,license,2008718
2562,facilitytype,restaurant
2562,risk,risk 1 (high)
2562,address,5318 n broadway 
2562,city,chicago
2562,state,il
2562,zip,60640
2562,inspectiondate,04/07/2010
2562,inspectiontype,complaint
2562,results,pass
2562,latitude,41.97874312
2562,longitude,-87.66008181
2563,inspectionid,88331
2563,dbaname,marigold
2563,akaname,marigold
2563,license,1514893
2563,facilitytype,restaurant
2563,risk,risk 1 (high)
2563,address,4832 n broadway 
2563,city,chicago
2563,state,il
2563,zip,60640
2563,inspectiondate,04/08/2010
2563,inspectiontype,complaint
