inspectionid,dbaname,akaname,license,facilitytype,risk,address,city,state,zip,inspectiondate,inspectiontype,results,latitude,longitude,location
80331,wok cuisine,wok cuisine,1496143.0,restaurant,risk 1 (high),4554 n kedzie ave ,chicago,il,60625.0,06/18/2010,complaint,pass w/ conditions,41.96461176,-87.70849944,"(41.96461176175771, -87.70849944208983)"
80332,taqueria mi guadalupe,empty,2037435.0,restaurant,risk 1 (high),7021 n clark st ,chicago,il,60626.0,06/21/2010,license,fail,42.00967499,-87.67397033,"(42.00967499168488, -87.67397033205279)"
80333,el gallo,el gallo bravo #6,2031510.0,restaurant,risk 1 (high),3714 w lawrence ave ,chicago,il,60625.0,06/21/2010,license re-inspection,pass,41.96842385,-87.72135178,"(41.968423847600164, -87.72135178109974)"
80334,jewel food store #3443,jewel food store #3443,1323.0,grocery store,risk 1 (high),5343 n broadway ,chicago,il,60640.0,06/23/2010,complaint,fail,41.97942825,-87.65980585,"(41.979428254921736, -87.65980585471297)"
80335,toscana cafe,empty,2037165.0,restaurant,risk 1 (high),5357 n lincoln ave ,chicago,il,60625.0,06/23/2010,license,fail,41.97941114,-87.69254008,"(41.979411144203205, -87.69254008306778)"
80336,jewel food store #3443,jewel food store #3443,1323.0,grocery store,risk 1 (high),5343 n broadway ,chicago,il,60640.0,06/24/2010,consultation,pass,41.97942825,-87.65980585,"(41.979428254921736, -87.65980585471297)"
80337,the cousins restaurant,fame da lupo,2041879.0,restaurant,risk 1 (high),1463 w leland ave ,chicago,il,60640.0,06/25/2010,license,fail,41.96697754,-87.6666311,"(41.966977535662984, -87.66663109705499)"
80338,the rail bar & grill,the rail bar & grill,1873345.0,restaurant,risk 1 (high),4707-4709 n damen ave ,chicago,il,60625.0,06/25/2010,tag removal,pass,41.96714374,-87.67899333,"(41.96714373617562, -87.67899332559362)"
80339,mcdonalds,mcdonalds,51011.0,restaurant,risk 2 (medium),1004 w wilson ave ,chicago,il,60640.0,06/25/2010,tag removal,pass,41.96553723,-87.65502741,"(41.965537226618295, -87.65502740724979)"
80340,toscana cafe,empty,2037165.0,restaurant,risk 1 (high),5357 n lincoln ave ,chicago,il,60625.0,06/25/2010,license re-inspection,pass,41.97941114,-87.69254008,"(41.979411144203205, -87.69254008306778)"
80341,aden poultry,aden poultry,1954065.0,live poultry,risk 2 (medium),2731 w lawrence ave ,chicago,il,60625.0,07/12/2010,complaint,fail,41.96843119,-87.69752624,"(41.96843119253594, -87.69752623986342)"
80342,edgewater early learning center,one hope united northern region,1767248.0,daycare (2 - 6 years),risk 1 (high),5244 n lakewood ave ,chicago,il,60640.0,07/12/2010,license re-inspection,pass w/ conditions,41.97761883,-87.66253136,"(41.97761882933137, -87.66253135799067)"
80343,babil kabob house,empty,2042603.0,restaurant,risk 1 (high),3951 w lawrence ave ,chicago,il,60625.0,07/12/2010,license,fail,41.96813695,-87.72765333,"(41.96813694682956, -87.7276533253596)"
88206,elinas cafe,empty,2009277.0,restaurant,risk 2 (medium),2617 w lawrence ave ,chicago,il,60625.0,01/06/2010,license,fail,41.96845517,-87.6945352,"(41.96845517230248, -87.6945351971874)"
88207,chicago  mini  mart,empty,2002692.0,grocery store,risk 3 (low),5503 n lincoln ave ,chicago,il,60625.0,01/07/2010,license,fail,41.98143314,-87.69265077,"(41.981433144459146, -87.6926507725727)"
88208,los pinos,los pinos,1597137.0,restaurant,risk 1 (high),3209 w lawrence ave ,chicago,il,60625.0,01/07/2010,complaint,pass,41.96833532,-87.70886984,"(41.96833532113604, -87.70886984436869)"
88209,markos tacos&cafe,empty,2009343.0,restaurant,risk 1 (high),5661 n clark bldg ,chicago,il,60660.0,01/11/2010,license re-inspection,pass,41.98506583,-87.66894907,"(41.98506583014987, -87.66894906631795)"
88210,cardona's 2,empty,2013650.0,restaurant,risk 1 (high),7104 n clark bldg ,chicago,il,60626.0,01/11/2010,license,fail,42.01158136,-87.67461423,"(42.011581363816795, -87.67461423129816)"
88211,starbucks coffee #2445,starbucks coffee,1043368.0,restaurant,risk 2 (medium),1052-1070 w bryn mawr ave ,chicago,il,60660.0,01/12/2010,complaint,pass,41.98378038,-87.65731095,"(41.9837803795335, -87.65731095408496)"
88212,hong kong buffet corporation,hong kong buffet,1273946.0,restaurant,risk 1 (high),6249 n mccormick rd ,chicago,il,60659.0,01/11/2010,complaint,pass,41.9954406,-87.71291738,"(41.995440602185084, -87.71291737890452)"
88213,hong kong buffet corporation,hong kong buffet,1273946.0,restaurant,risk 1 (high),6249 n mccormick rd ,chicago,il,60659.0,01/12/2010,consultation,pass,41.9954406,-87.71291738,"(41.995440602185084, -87.71291737890452)"
88214,taqueria el chorrito,taqueria el chorrito,1303855.0,restaurant,risk 1 (high),6404 n clark st ,chicago,il,60626.0,01/13/2010,complaint,pass,41.99820081,-87.67078848,"(41.99820080781414, -87.67078847967606)"
88215,indie cafe,indie  cafe,1893492.0,restaurant,risk 1 (high),5951-5953 n broadway ,chicago,il,60660.0,01/13/2010,complaint,pass,41.99052009,-87.66013591,"(41.990520089587605, -87.6601359073641)"
88216,deluxe diner,deluxe diner,1479953.0,restaurant,risk 1 (high),6349 n clark st ,chicago,il,60660.0,01/14/2010,short form complaint,pass,41.99766626,-87.67033502,"(41.997666262610586, -87.67033501550262)"
88217,mayne/act one cafe,mayne/act one,2003847.0,restaurant,risk 2 (medium),1328-1330 w morse ave ,chicago,il,60626.0,01/14/2010,license,fail,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88218,mayne/act one cafe,mayne/act one,2003847.0,restaurant,risk 2 (medium),1328-1330 w morse ave ,chicago,il,60626.0,01/14/2010,license,fail,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88219,mayne stage/act one cafe,mayne stage/act one cafe,2003849.0,liquor,risk 1 (high),1328-1330 w morse ave ,chicago,il,60626.0,01/14/2010,license,fail,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88220,mayne/act one cafe,mayne/act one,2003847.0,restaurant,risk 2 (medium),1328-1330 w morse ave ,chicago,il,60626.0,01/15/2010,consultation,fail,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88221,cardona's 2,empty,2013650.0,restaurant,risk 1 (high),7104 n clark bldg ,chicago,il,60626.0,01/15/2010,license re-inspection,pass,42.01158136,-87.67461423,"(42.011581363816795, -87.67461423129816)"
88222,aspira haugan,aspira haugan middle school,66351.0,school,risk 1 (high),3729 w leland ave ,chicago,il,60625.0,01/20/2010,canvass,pass,41.96637821,-87.72182581,"(41.96637821294302, -87.72182580739543)"
88223,aspira haugan,aspira haugan middle school,66351.0,school,risk 1 (high),3729 w leland ave ,chicago,il,60625.0,01/20/2010,canvass,pass,41.96637821,-87.72182581,"(41.96637821294302, -87.72182580739543)"
88224,agee's pizzeria & grill,empty,2009413.0,restaurant,risk 2 (medium),1118 w wilson ave ,chicago,il,60640.0,01/20/2010,license re-inspection,pass,41.96549905,-87.65824707,"(41.96549905070616, -87.65824706819338)"
88225,the  cupcake  gallery,empty,1998830.0,restaurant,risk 2 (medium),1319 w wilson ave ,chicago,il,60640.0,01/20/2010,short form complaint,pass,41.96521193,-87.66326006,"(41.96521193313759, -87.66326005651248)"
88226,uncommon  ground,uncommon  ground,1820125.0,restaurant,risk 1 (high),1401-1405 w devon ave ,chicago,il,60660.0,01/21/2010,complaint,fail,41.99802474,-87.66556346,"(41.99802474346836, -87.66556345762727)"
88227,rogers park children's center,roger's park children's center,21727.0,daycare (2 - 6 years),risk 1 (high),1754-1756 w devon ave ,chicago,il,60660.0,01/25/2010,license,fail,41.99812042,-87.67412772,"(41.99812041876117, -87.67412771972113)"
88228,hello ! inc,hello ! inc,1942435.0,restaurant,risk 1 (high),1553 w devon ave ,chicago,il,60660.0,01/25/2010,canvass,pass,41.99797536,-87.66981876,"(41.9979753576967, -87.66981876108541)"
88229,mcdonald's,mcdonald's,46952.0,restaurant,risk 1 (high),6536 n sheridan rd ,chicago,il,60626.0,01/26/2010,complaint,pass,42.00122187,-87.66087972,"(42.00122187314743, -87.66087971904274)"
88230,bel-ami restaurant,bel-ami restaurant,1122732.0,restaurant,risk 1 (high),5530 n lincoln ave ,chicago,il,60625.0,01/27/2010,complaint re-inspection,pass,41.98205255,-87.69354121,"(41.98205254958613, -87.69354121130398)"
88231,dominick's # 12/0012,dominick's finer foods,41645.0,grocery store,risk 1 (high),6009 n broadway ,chicago,il,60660.0,01/28/2010,complaint,pass,41.99118175,-87.66015508,"(41.9911817534467, -87.6601550832236)"
88232,la fonda latino grill,la fonda latino grill,1145509.0,restaurant,risk 1 (high),5350 n broadway ,chicago,il,60640.0,01/28/2010,tag removal,pass,41.979650799999995,-87.66010597,"(41.979650803956524, -87.66010597022675)"
88233,lupe dollar plus & food mart,empty,2014068.0,grocery store,risk 3 (low),3035 w lawrence ave ,chicago,il,60625.0,01/28/2010,license re-inspection,pass,41.96837295,-87.70502516,"(41.968372953872795, -87.7050251615327)"
88234,kabab cuisine 2,kabab cuisine 2,2014076.0,restaurant,risk 1 (high),6320 n lincoln ave ,chicago,il,60659.0,02/01/2010,license re-inspection,pass,41.99613933,-87.71696834,"(41.996139331170895, -87.71696834498202)"
88235,winthrop children,winthrop children,21726.0,daycare (2 - 6 years),risk 1 (high),4848 n winthrop ave ,chicago,il,60640.0,02/01/2010,license re-inspection,pass,41.970484,-87.65780619,"(41.97048400251602, -87.65780618896973)"
88236,ropa restaurant &   wine bar,aqua  bar & grill,1893935.0,restaurant,risk 1 (high),1146 w pratt blvd ,chicago,il,60626.0,02/01/2010,no entry,fail,42.00565706,-87.66037856,"(42.00565705992212, -87.66037855944283)"
88237,ropa restaurant & wine bar,empty,1893935.0,restaurant,risk 1 (high),1146 w pratt blvd ,chicago,il,60626.0,02/01/2010,short form complaint,pass,42.00565706,-87.66037856,"(42.00565705992212, -87.66037855944283)"
88238,"rice and roll, inc",rice & roll,2016897.0,restaurant,risk 1 (high),3312 w foster ave ,chicago,il,60625.0,02/02/2010,license,pass,41.97582182,-87.71172941,"(41.97582181741593, -87.71172940864518)"
88239,ben tre cafe,ben tre cafe,2003718.0,restaurant,risk 1 (high),3146 w touhy bldg ,chicago,il,60645.0,02/02/2010,license,fail,42.01197988,-87.70853385,"(42.01197987928261, -87.70853385148317)"
88240,uncommon  ground,uncommon  ground,1820125.0,restaurant,risk 1 (high),1401-1405 w devon ave ,chicago,il,60660.0,02/03/2010,canvass re-inspection,pass,41.99802474,-87.66556346,"(41.99802474346836, -87.66556345762727)"
88241,dunkin donuts,dunkin donuts,78136.0,restaurant,risk 2 (medium),6332 n broadway ,chicago,il,60660.0,02/04/2010,canvass,pass,41.99736196,-87.66063304,"(41.99736195587988, -87.6606330429187)"
88242,star grill,star grill,1958656.0,restaurant,risk 1 (high),1215 w devon ave ,chicago,il,60660.0,02/04/2010,complaint,pass,41.99807133,-87.66123148,"(41.99807133298725, -87.66123148104344)"
88243,star grill,star grill,1958656.0,restaurant,risk 1 (high),1215 w devon ave ,chicago,il,60660.0,02/04/2010,complaint,pass,41.99807133,-87.66123148,"(41.99807133298725, -87.66123148104344)"
88245,supermercado chapala,supermercado chapala,32236.0,grocery store,risk 1 (high),7117 n clark st ,chicago,il,60626.0,02/05/2010,complaint,pass,42.011975799999995,-87.67438406,"(42.01197579951184, -87.67438405776932)"
88246,huaraches dona chio,huaraches dona chio,1847182.0,restaurant,risk 1 (high),1547 w elmdale ave ,chicago,il,60660.0,02/05/2010,complaint,pass,41.99069507,-87.66944918,"(41.99069506671995, -87.66944917569923)"
88247,chicago live poultry,chicago live poultry,82227.0,live poultry,risk 2 (medium),6421 n western ave ,chicago,il,60645.0,02/09/2010,complaint re-inspection,fail,41.99838462,-87.689757,"(41.99838462464786, -87.6897569997645)"
88248,rizq meat & grocery inc,rizq meat & grocery inc,1986786.0,grocery store,risk 3 (low),2326 w devon ave ,chicago,il,60659.0,02/09/2010,complaint,fail,41.99786101,-87.68860508,"(41.997861005185875, -87.68860508498791)"
88249,subway,subway,18236.0,restaurant,risk 1 (high),6555 n clark st ,chicago,il,60626.0,02/11/2010,canvass,pass,42.00155691,-87.67165232,"(42.00155690675642, -87.67165231818775)"
88250,mayne stage/act one cafe,mayne stage/act one cafe,2003849.0,liquor,risk 1 (high),1328-1330 w morse ave ,chicago,il,60626.0,02/11/2010,license re-inspection,pass,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88251,mayne/act one cafe,mayne/act one,2003847.0,restaurant,risk 2 (medium),1328-1330 w morse ave ,chicago,il,60626.0,02/11/2010,license re-inspection,pass,42.00803722,-87.66489552,"(42.008037223103784, -87.66489552129833)"
88252,chicago live poultry,chicago live poultry,82227.0,live poultry,risk 2 (medium),6421 n western ave ,chicago,il,60645.0,02/11/2010,complaint re-inspection,pass,41.99838462,-87.689757,"(41.99838462464786, -87.6897569997645)"
88253,ben tre cafe,ben tre cafe,2003718.0,restaurant,risk 1 (high),3146 w touhy bldg ,chicago,il,60645.0,02/16/2010,license re-inspection,pass,42.01197988,-87.70853385,"(42.01197987928261, -87.70853385148317)"
88254,ben tre cafe,ben tre cafe,2003718.0,restaurant,risk 1 (high),3146 w touhy bldg ,chicago,il,60645.0,02/16/2010,license re-inspection,pass,42.01197988,-87.70853385,"(42.01197987928261, -87.70853385148317)"
88255,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226.0,grocery store,risk 2 (medium),2340 w devon ave ,chicago,il,60659.0,02/16/2010,complaint,fail,41.99785369,-87.68906427,"(41.99785368943807, -87.68906426569195)"
88256,mcdonalds,mcdonalds,1443878.0,restaurant,risk 2 (medium),6231 n broadway ,chicago,il,60660.0,02/17/2010,complaint,pass,41.99549428,-87.66028637,"(41.99549427944373, -87.6602863708148)"
88257,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226.0,grocery store,risk 2 (medium),2340 w devon ave ,chicago,il,60659.0,02/17/2010,consultation,pass,41.99785369,-87.68906427,"(41.99785368943807, -87.68906426569195)"
88258,italian express,italian express,1922756.0,restaurant,risk 1 (high),2307 w devon ave ,chicago,il,60659.0,02/17/2010,canvass,pass,41.997656899999996,-87.68775624,"(41.997656901877434, -87.68775624151787)"
88259,bhabi's kitchen,bhabi's kitchen,1166692.0,empty,risk 1 (high),6352 n oakley ave ,chicago,il,60659.0,02/17/2010,complaint,fail,41.99750893,-87.68758323,"(41.997508927004105, -87.68758323371777)"
88260,chicago math and science academy,chicago math and science academy,2066649.0,school,risk 1 (high),7212 n clark st ,chicago,il,60626.0,02/18/2010,canvass,fail,42.01303498,-87.67485599,"(42.01303497781165, -87.67485598691714)"
88261,super gifts & groceries inc,super gifts & groceries inc,1143116.0,grocery store,risk 2 (medium),2305 1/2 w devon ave ,chicago,il,60659.0,02/18/2010,complaint,pass,41.99765846,-87.68767204,"(41.99765846224234, -87.68767204213614)"
88262,hollywood tower mkt,hollywood tower mkt,1858.0,grocery store,risk 3 (low),5701 n sheridan rd ,chicago,il,60660.0,02/19/2010,short form complaint,pass,41.98563842,-87.65509432,"(41.985638421048876, -87.6550943232709)"
88263,vee-vee's african restaurant,vee-vee's african restaurant,26898.0,restaurant,risk 1 (high),6232 n broadway ,chicago,il,60660.0,02/19/2010,no entry,pass,41.99551564,-87.66058139,"(41.99551563607673, -87.66058139230817)"
88264,"pita kabab, inc.",pita kabab,1948824.0,restaurant,risk 1 (high),5701 n california ave ,chicago,il,60659.0,02/19/2010,complaint,pass,41.98497207,-87.6990721,"(41.984972071174575, -87.69907209888437)"
88265,sullivan  (h/s),sullivan  (h/s),46301.0,school,risk 1 (high),6631 n bosworth ave ,chicago,il,60626.0,02/22/2010,canvass,pass,42.00268694,-87.66915533,"(42.00268693638941, -87.66915532539507)"
88266,yuen's chinese kitchen,yuen's chinese kitchen,78420.0,restaurant,risk 1 (high),7357 n clark st ,chicago,il,60626.0,02/22/2010,canvass,pass,42.01544899,-87.67495948,"(42.015448985777354, -87.67495947642063)"
88267,northside catholic academy,northside catholic academy,2066650.0,school,risk 1 (high),6216 n glenwood ave ,chicago,il,60660.0,02/23/2010,canvass,pass,41.99504319,-87.66544654,"(41.995043191552135, -87.66544654214073)"
88268,awami bazaar & zabiha meat,awami bazaar & zabiha meat,68226.0,grocery store,risk 2 (medium),2340 w devon ave ,chicago,il,60659.0,02/23/2010,complaint re-inspection,pass,41.99785369,-87.68906427,"(41.99785368943807, -87.68906426569195)"
88269,budget pantry,budget pantry,1473546.0,grocery store,risk 3 (low),4635 n damen ave ,chicago,il,60625.0,02/24/2010,short form complaint,pass,41.96617287,-87.67896468,"(41.966172868284104, -87.67896468081808)"
88270,summer,summer,1868819.0,restaurant,risk 1 (high),1123 w granville ave ,chicago,il,60660.0,02/24/2010,canvass,pass,41.99445469,-87.65928902,"(41.99445468812601, -87.65928902174647)"
88271,chicago math and science academy,chicago math and science academy,2066649.0,school,risk 1 (high),7212 n clark st ,chicago,il,60626.0,02/25/2010,canvass re-inspection,pass,42.01303498,-87.67485599,"(42.01303497781165, -87.67485598691714)"
88272,loving hut,alice & friends vegetarian cafe,1248503.0,restaurant,risk 1 (high),5812 n broadway ,chicago,il,60660.0,02/25/2010,canvass,pass,41.98746481,-87.66033437,"(41.987464806694895, -87.6603343733537)"
88273,somerset place llc,somerset place llc,1223135.0,long term care,risk 1 (high),5009 n sheridan rd ,chicago,il,60640.0,02/25/2010,canvass,pass,41.97361773,-87.65478924,"(41.97361772536949, -87.65478924309622)"
88274,somerset place llc,somerset place llc,1223135.0,long term care,risk 1 (high),5009 n sheridan rd ,chicago,il,60640.0,02/26/2010,consultation,pass,41.97361773,-87.65478924,"(41.97361772536949, -87.65478924309622)"
88275,bethany retirement community,bethany retirement community,1069050.0,long term care,risk 1 (high),4950 n ashland ave ,chicago,il,60640.0,02/26/2010,canvass,pass,41.97247777,-87.66968612,"(41.97247776820093, -87.66968611689114)"
88276,alshore house inc,alshore nursing home,5212.0,long term care,risk 1 (high),2840 w foster ave ,chicago,il,60625.0,02/26/2010,canvass,pass,41.97591599,-87.70055645,"(41.97591598741787, -87.70055644748116)"
88277,alshore house inc,alshore nursing home,5212.0,long term care,risk 1 (high),2840 w foster ave ,chicago,il,60625.0,03/02/2010,consultation,pass,41.97591599,-87.70055645,"(41.97591598741787, -87.70055644748116)"
88278,arbour health care center ltd,arbour health care center ltd,21767.0,long term care,risk 1 (high),1512 w fargo ave ,chicago,il,60626.0,03/02/2010,canvass,pass,42.01721933,-87.66873408,"(42.01721933132862, -87.66873407526083)"
88279,rendezvous bistro,empty,2021807.0,restaurant,risk 1 (high),2656 w lawrence ave ,chicago,il,60625.0,03/08/2010,license,fail,41.96866318,-87.69610498,"(41.96866318490796, -87.69610498322785)"
88280,dolce casa cafe,empty,2020986.0,restaurant,risk 1 (high),4947 n damen ave ,chicago,il,60625.0,03/05/2010,license,fail,41.97196943,-87.67913614,"(41.971969426617925, -87.67913613598748)"
88281,farm super market,farm super market,2017764.0,grocery store,risk 2 (medium),2255-2257 w devon ave ,chicago,il,60659.0,03/05/2010,license re-inspection,pass,41.99766818,-87.68714725,"(41.99766818403645, -87.68714725060154)"
88282,elinas cafe,empty,2009277.0,restaurant,risk 2 (medium),2617 w lawrence ave ,chicago,il,60625.0,03/05/2010,license re-inspection,pass,41.96845517,-87.6945352,"(41.96845517230248, -87.6945351971874)"
88283,youmax food & liquor,youmax food & liquor,1975946.0,grocery store,risk 3 (low),2222 w devon ave ,chicago,il,60659.0,03/05/2010,license re-inspection,fail,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)"
88284,youmax food & liquor,youmax food & liquor,1975947.0,grocery store,risk 3 (low),2222 w devon ave ,chicago,il,60659.0,03/05/2010,license re-inspection,fail,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)"
88285,rendezvous bistro,empty,2021807.0,restaurant,risk 1 (high),2656 w lawrence ave ,chicago,il,60625.0,03/05/2010,license,fail,41.96866318,-87.69610498,"(41.96866318490796, -87.69610498322785)"
88286,howard groceries & plus,empty,2021490.0,grocery store,risk 3 (low),1632 w howard bldg ,chicago,il,60626.0,03/09/2010,license,fail,42.01948985,-87.67205667,"(42.01948985104065, -87.67205666727395)"
88287,s l grill,empty,2021803.0,restaurant,risk 1 (high),4757 n sheridan bldg ,chicago,il,60640.0,03/09/2010,license,pass,41.9689839,-87.65467275,"(41.96898390298873, -87.65467274518726)"
88288,"indo-pak meat&grocery,llc",indo-pak meat & grocery,2021899.0,grocery store,risk 2 (medium),3922 w lawrence ave ,chicago,il,60625.0,03/10/2010,license,fail,41.96836564,-87.72658635,"(41.96836564028846, -87.72658635101799)"
88289,the basement,the basement,1801694.0,hooka lounge,risk 3 (low),5700 n clark st ,chicago,il,60660.0,03/12/2010,complaint,fail,41.98543836,-87.66933051,"(41.98543836169522, -87.66933050632552)"
88290,the basement,the basement,1801694.0,hooka lounge,risk 3 (low),5700 n clark st ,chicago,il,60660.0,03/12/2010,complaint,fail,41.98543836,-87.66933051,"(41.98543836169522, -87.66933050632552)"
88291,ms eggroll #2 inc,ms eggroll #2 inc,1222412.0,restaurant,risk 1 (high),6966 n glenwood ave ,chicago,il,60626.0,03/11/2010,complaint,pass,42.00869233,-87.66634975,"(42.00869232882907, -87.66634975283057)"
88292,china  hut restaurant,china hut,1987114.0,restaurant,risk 1 (high),7100 n clark st ,chicago,il,60626.0,03/11/2010,complaint,pass,42.01146046,-87.67459345,"(42.011460459993124, -87.6745934517097)"
88293,dolce casa cafe,empty,2020986.0,restaurant,risk 1 (high),4947 n damen ave ,chicago,il,60625.0,03/15/2010,license re-inspection,pass,41.97196943,-87.67913614,"(41.971969426617925, -87.67913613598748)"
88294,rendezvous bistro,empty,2021807.0,restaurant,risk 1 (high),2656 w lawrence ave ,chicago,il,60625.0,03/15/2010,license re-inspection,pass,41.96866318,-87.69610498,"(41.96866318490796, -87.69610498322785)"
88295,dal paeng yi  rest,dal paeng yi  rest,49184.0,restaurant,risk 1 (high),3236 w bryn mawr ave ,chicago,il,60659.0,03/15/2010,canvass,pass,41.98316196,-87.71037332,"(41.98316195760411, -87.71037331584076)"
88296,swift  elementary school,swift  elementary school,25571.0,school,risk 1 (high),5900 n winthrop ave ,chicago,il,60660.0,03/16/2010,canvass,pass,41.98915734,-87.65833342,"(41.98915734238827, -87.65833342161731)"
88297,discount center,empty,2022370.0,grocery store,risk 3 (low),1448 w howard bldg ,chicago,il,60626.0,03/16/2010,license,fail,42.0193264,-87.66805699,"(42.01932640499747, -87.66805699126365)"
88298,everyday thai,everyday thai,1927637.0,restaurant,risk 1 (high),1509 w devon ave ,chicago,il,60660.0,03/16/2010,canvass,pass,41.99799565,-87.66822426,"(41.99799565276517, -87.66822425933175)"
88301,lake shore health care & rehabilitation centre llc,the mosaic of lakeshore,15782.0,long term care,risk 1 (high),7200 n sheridan rd ,chicago,il,60626.0,03/17/2010,task force,pass,42.01284733,-87.66361978,"(42.012847332398195, -87.6636197775255)"
88302,wincrest nursing center,wincrest nursing center,7931.0,long term care,risk 1 (high),6326 n winthrop ave ,chicago,il,60660.0,03/17/2010,task force,pass,41.99722573,-87.65858257,"(41.99722573282972, -87.6585825700009)"
88303,sheridan shores care & rehab,sheridan shores care & rehab,5206.0,long term care,risk 1 (high),5838 n sheridan rd ,chicago,il,60660.0,03/17/2010,license-task force,pass,41.98846809,-87.65548501,"(41.988468090343, -87.65548501249852)"
88304,sheridan shores care & rehab,sheridan shores care & rehab,5206.0,long term care,risk 1 (high),5838 n sheridan rd ,chicago,il,60660.0,03/18/2010,consultation,pass,41.98846809,-87.65548501,"(41.988468090343, -87.65548501249852)"
88305,7-eleven #33809j,7-eleven,2021580.0,grocery store,risk 1 (high),6801 n sheridan rd ,chicago,il,60626.0,03/19/2010,license,fail,42.00561788,-87.66078594,"(42.00561787658474, -87.66078593720823)"
88306,spots pizza,barry's spots pizza,1768979.0,restaurant,risk 1 (high),5757-5759 n broadway ,chicago,il,60660.0,03/19/2010,canvass,pass,41.98716055,-87.660031,"(41.98716055062304, -87.66003099584046)"
88307,peirce (board of education),peirce,24891.0,school,risk 1 (high),1423 w bryn mawr ave ,chicago,il,60660.0,03/23/2010,canvass,pass,41.98342819,-87.66586537,"(41.98342818917878, -87.66586537292214)"
88308,"balmoral home, inc.",balmoral home,39213.0,long term care,risk 1 (high),2055 w balmoral ave ,chicago,il,60625.0,03/23/2010,consultation,pass,41.97952633,-87.68168538,"(41.97952632945265, -87.68168537626536)"
88309,"indo-pak meat&grocery,llc",indo-pak meat & grocery,2021899.0,grocery store,risk 2 (medium),3922 w lawrence ave ,chicago,il,60625.0,03/24/2010,license re-inspection,pass,41.96836564,-87.72658635,"(41.96836564028846, -87.72658635101799)"
88310,mi tortilla,empty,1990924.0,restaurant,risk 1 (high),3320 w lawrence bldg ,chicago,il,60625.0,03/24/2010,license,fail,41.9685299,-87.71183381,"(41.96852990435335, -87.71183380582427)"
88311,notre dame among us,empty,2026643.0,empty,risk 1 (high),2049 w howard st ,chicago,il,60645.0,03/25/2010,license,fail,42.0193532,-87.68232807,"(42.01935320031887, -87.68232807361746)"
88312,mcdonald's,mcdonald's,46952.0,restaurant,risk 1 (high),6536 n sheridan rd ,chicago,il,60626.0,03/25/2010,short form complaint,pass,42.00122187,-87.66087972,"(42.00122187314743, -87.66087971904274)"
88313,deluxe diner,deluxe diner,1479953.0,restaurant,risk 1 (high),6349 n clark st ,chicago,il,60660.0,03/25/2010,complaint,pass,41.99766626,-87.67033502,"(41.997666262610586, -87.67033501550262)"
88314,lake breeze restaurant,lake breeze restaurant,30136.0,restaurant,risk 1 (high),1116 w thorndale ave ,chicago,il,60660.0,03/26/2010,complaint,pass,41.99015136,-87.65896491,"(41.9901513640645, -87.65896490548317)"
88315,youmax food & liquor,youmax food & liquor,1975946.0,grocery store,risk 3 (low),2222 w devon ave ,chicago,il,60659.0,03/26/2010,license re-inspection,pass,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)"
88316,youmax food & liquor,youmax food & liquor,1975947.0,grocery store,risk 3 (low),2222 w devon ave ,chicago,il,60659.0,03/26/2010,license re-inspection,pass,41.99790938,-87.68593715,"(41.9979093763549, -87.68593714505292)"
88317,"taqueria los portales, inc.",los portales mexican restaurant,1820222.0,restaurant,risk 1 (high),1418 w morse ave ,chicago,il,60626.0,03/29/2010,complaint,pass,42.00800274,-87.66671916,"(42.00800274400416, -87.66671915954683)"
88318,mcdonalds,mcdonalds,51011.0,restaurant,risk 2 (medium),1004 w wilson ave ,chicago,il,60640.0,03/30/2010,short form complaint,pass,41.96553723,-87.65502741,"(41.965537226618295, -87.65502740724979)"
88319,apart pizza company chicago,apart  pizza  co.,2026941.0,restaurant,risk 2 (medium),5624 n broadway ,chicago,il,60660.0,03/31/2010,license,fail,41.98439695,-87.66023971,"(41.984396946897796, -87.66023971385746)"
88320,pho xe lua,pho xe lua,1043966.0,restaurant,risk 1 (high),1021 w argyle st ,chicago,il,60640.0,03/31/2010,complaint,pass,41.97318905,-87.65583712,"(41.973189054288056, -87.65583712062242)"
88321,popeyes famous fried chicken,empty,1986817.0,restaurant,risk 1 (high),4604 n broadway bldg ,chicago,il,60640.0,04/01/2010,complaint,pass,41.96552665,-87.657719,"(41.96552664856018, -87.6577189961582)"
88322,garcia's inc,garcia's,36306.0,restaurant,risk 1 (high),1758 w lawrence ave ,chicago,il,60640.0,04/01/2010,complaint,fail,41.96894197,-87.67330914,"(41.96894197365703, -87.67330914361023)"
88323,uptown pizza & bq,uptown pizza & bq,3866.0,restaurant,risk 1 (high),1031 w wilson ave ,chicago,il,60640.0,04/01/2010,complaint,pass,41.9653066,-87.65611797,"(41.96530660268448, -87.65611796936844)"
